,Price,Local,Surface,Bathroom,Floor
745,€ 580.000,4 ,121,2 ,3
746,€ 220.000,2 ,75,1 ,3
747,€ 460.000,3 ,100,2 ,3
748,€ 190.000,1 ,35,1 ,Piano rialzato
749,€ 205.000,3 ,92,1 ,Ultimo
750,€ 419.000,4 ,120,2 ,6
752,€ 295.000,4 ,116,1 ,6
753,€ 324.000,3 ,109,1 ,Piano rialzato
754,€ 374.000,2 ,53,1 ,4
756,€ 140.000,1 ,40,1 ,Piano terra
757,€ 460.000,3 ,110,1 ,4
758,€ 349.000,4 ,99,2 ,1
759,€ 160.000,1 ,40,1 ,1
761,€ 235.000,2 ,70,1 ,1
762,€ 265.000,3 ,92,1 ,1
764,€ 1.200.000,4 ,229,2 ,4
765,€ 339.000,4 ,92,1 ,Ultimo
767,€ 645.000,5+ ,168,2 ,3
768,€ 245.000,4 ,100,2 ,Piano rialzato
769,€ 155.000,2 ,60,1 ,Piano terra
771,€ 600.000,5 ,120,2 ,4
777,€ 259.000,2 ,56,1 ,Piano terra
779,€ 200.000,4 ,95,1 ,1
780,€ 229.000,5+ ,110,2 ,Piano rialzato
781,€ 320.000,3 ,100,2 ,3
783,€ 225.000,2 ,60,1 ,Piano rialzato
784,€ 250.000,4 ,154,2 ,1
785,€ 149.000,3 ,58,1 ,3
789,€ 571.000,5 ,155,3 ,1
790,€ 260.000,3 ,80,1 ,2
791,€ 260.000,3 ,60,1 ,3
793,€ 469.000,4 ,130,1 ,Piano rialzato
794,€ 325.000,2 ,70,1 ,7
798,€ 110.000,3 ,80,1 ,3
800,€ 175.000,3 ,90,1 ,Piano terra
805,€ 199.000,3 ,76,2 ,1
806,€ 290.000,3 ,84,2 ,1
807,€ 398.000,4 ,149,2 ,3
809,€ 430.000,4 ,142,2 ,Piano terra
810,€ 320.000,3 ,110,2 ,Ultimo
811,€ 318.000,4 ,102,2 ,1
812,€ 118.000,1 ,30,1 ,1
813,€ 275.000,3 ,95,2 ,1
814,€ 388.000,5 ,150,3 ,1
815,€ 89.000,3 ,50,1 ,Ultimo
817,€ 535.000,5 ,120,1 ,Piano terra
818,€ 499.000,3 ,125,2 ,3
819,€ 149.000,2 ,70,1 ,Piano terra
820,€ 499.000,5+ ,160,3+ ,Ultimo
822,€ 229.000,3 ,80,2 ,Piano rialzato
823,€ 140.000,2 ,66,1 ,4
824,€ 435.000,4 ,153,2 ,1
827,€ 219.000,2 ,60,1 ,2
828,€ 429.000,2 ,64,1 ,2
829,€ 460.000,5 ,135,2 ,4
830,€ 420.000,4 ,115,1 ,1
831,€ 595.000,4 ,170,2 ,2
832,€ 298.000,3 ,95,1 ,5
833,€ 299.000,4 ,115,1 ,Piano rialzato
834,€ 549.000,5+ ,170,2 ,3
835,€ 645.000,5 ,173,3 ,1
836,€ 880.000,5 ,250,2 ,Piano terra
837,€ 455.000,4 ,124,2 ,1
838,€ 485.000,4 ,118,2 ,2
839,€ 575.000,5+ ,160,3+ ,3
840,€ 690.000,5 ,184,3 ,Ultimo
841,€ 229.000,2 ,52,1 ,Piano terra
842,€ 545.000,4 ,127,2 ,5
843,€ 335.000,2 ,70,1 ,2
844,€ 440.000,5 ,120,2 ,2
845,€ 395.000,3 ,95,1 ,2
846,€ 595.000,4 ,110,2 ,2
847,€ 179.000,3 ,75,1 ,1
848,€ 208.000,3 ,98,2 ,4
849,€ 295.000,4 ,145,2 ,7
850,€ 210.000,2 ,66,1 ,1
851,€ 118.000,3 ,56,1 ,1
853,€ 262.000,3 ,85,2 ,Seminterrato
854,€ 460.000,4 ,148,2 ,Piano terra
856,€ 148.000,3 ,90,1 ,1
857,€ 725.000,5+ ,180,3 ,2
858,€ 542.000,3 ,88,2 ,8
859,€ 260.000,3 ,107,1 ,Piano terra
860,€ 225.000,4 ,120,2 ,1
861,€ 129.000,2 ,55,1 ,1
862,€ 495.000,3 ,92,2 ,Piano terra
863,€ 149.000,2 ,65,1 ,2
864,€ 159.000,1 ,55,1 ,4
865,€ 269.000,3 ,104,2 ,3
866,€ 129.000,3 ,79,2 ,Ultimo
867,€ 440.000,5 ,140,2 ,2
868,€ 317.000,1 ,60,1 ,>10
869,€ 395.000,2 ,88,1 ,>10
870,€ 966.000,3 ,191,2 ,>10
871,€ 488.000,3 ,130,2 ,6
872,€ 234.000,2 ,70,1 ,Ultimo
873,€ 190.000,2 ,50,1 ,Piano terra
874,€ 650.000,5+ ,190,2 ,5
875,€ 475.000,5 ,120,2 ,3
876,€ 235.000,2 ,56,1 ,7
877,€ 275.000,4 ,91,2 ,1
878,€ 1.150.000,5 ,215,3 ,2
879,€ 170.000,2 ,55,1 ,Piano terra
880,€ 230.000,3 ,85,1 ,1
881,€ 285.000,3 ,90,1 ,3
882,€ 430.000,3 ,96,1 ,2
883,€ 650.000,5 ,206,3 ,4
884,€ 370.000,2 ,53,1 ,3
885,€ 225.000,3 ,73,1 ,5
886,€ 295.000,3 ,166,2 ,Piano terra
887,€ 645.000,4 ,130,2 ,Ultimo
888,€ 145.000,2 ,68,1 ,Piano rialzato
889,€ 115.000,3 ,45,1 ,3
890,€ 590.000,4 ,140,2 ,1
891,€ 120.000,2 ,60,1 ,Piano terra
892,€ 200.000,3 ,110,2 ,3
893,€ 239.000,4 ,120,1 ,Piano terra
894,€ 290.000,4 ,144,1 ,Piano terra
895,€ 307.000,1 ,60,1 ,>10
897,€ 590.000,5+ ,137,3 ,1
898,€ 164.000,2 ,60,1 ,2
899,€ 212.000,2 ,60,1 ,1
901,€ 218.000,4 ,102,2 ,3
902,€ 155.000,1 ,25,1 ,Piano rialzato
903,€ 389.000,4 ,115,2 ,2
904,€ 1.070.000,5+ ,200,2 ,2
905,€ 495.000,3 ,80,2 ,4
907,€ 1.295.000,5+ ,288,3+ ,2
908,€ 249.000,4 ,115,2 ,2
909,€ 415.000,3 ,70,1 ,4
910,€ 1.350.000,5+ ,229,3 ,Ultimo
911,€ 1.250.000,4 ,125,2 ,3
912,€ 1.090.000,5+ ,254,3 ,6
913,€ 525.000,5+ ,170,2 ,5
914,€ 219.000,2 ,60,1 ,1
915,€ 290.000,4 ,99,1 ,1
916,€ 160.000,2 ,58,1 ,1
919,€ 550.000,4 ,100,1 ,Ultimo
920,€ 137.000,1 ,49,1 ,2
921,€ 880.000,4 ,145,2 ,1
924,€ 379.000,4 ,110,1 ,4
925,€ 1.280.000,4 ,120,2 ,3
926,€ 740.000,2 ,90,1 ,2
928,€ 390.000,2 ,40,1 ,1
929,€ 785.000,5 ,100,2 ,Piano terra
931,€ 1.650.000,5+ ,344,3+ ,Ultimo
932,€ 259.000,2 ,65,1 ,Ultimo
934,€ 275.000,4 ,99,2 ,5
935,€ 600.000,3 ,77,2 ,2
936,PREZZO SU RICHIESTA,5+ ,430,3+ ,Piano terra
937,€ 690.000,2 ,70,1 ,1
938,€ 219.000,2 ,61,1 ,3
939,€ 1.150.000,4 ,115,2 ,2
940,€ 420.000,3 ,90,2 ,2
942,€ 669.000,5+ ,160,3 ,5
944,€ 249.000,3 ,113,1 ,5
945,€ 429.000,4 ,110,2 ,4
946,€ 262.500,2 ,73,1 ,Ultimo
947,€ 1.680.000,5+ ,249,3 ,Ultimo
948,€ 260.000,2 ,50,1 ,Piano terra
949,€ 235.900,3 ,81,1 ,1
950,€ 670.000,5 ,180,2 ,4
951,€ 480.000,3 ,90,2 ,Piano terra
952,€ 740.000,5+ ,130,1 ,1
953,€ 2.280.000,5+ ,290,3 ,Ultimo
954,€ 630.000,4 ,151,1 ,5
955,€ 629.000,5 ,120,1 ,Ultimo
956,€ 519.000,4 ,140,3 ,2
958,€ 157.000,2 ,45,1 ,Piano terra
959,€ 459.000,4 ,147,2 ,3
960,€ 840.000,5+ ,250,3+ ,Piano terra
961,€ 315.000,3 ,94,2 ,1
962,€ 749.000,5 ,190,3+ ,2
963,€ 164.000,2 ,60,1 ,1
966,€ 630.000,3 ,100,2 ,3
967,€ 159.000,2 ,45,1 ,1
968,€ 870.000,5+ ,200,2 ,Piano rialzato
969,€ 740.000,5 ,145,2 ,Ultimo
970,€ 425.000,5 ,125,2 ,2
971,€ 430.000,3 ,92,2 ,Piano rialzato
972,€ 280.000,4 ,120,2 ,4
973,€ 230.000,4 ,100,1 ,3
974,€ 139.000,3 ,55,1 ,1
975,€ 180.000,2 ,50,1 ,1
976,€ 269.000,3 ,90,1 ,1
977,€ 550.000,5+ ,155,2 ,2
978,€ 249.000,3 ,100,1 ,Piano rialzato
979,€ 380.000,5+ ,140,2 ,Piano terra
980,€ 260.000,4 ,111,1 ,3
981,€ 930.000,3 ,95,1 ,Ultimo
982,€ 990.000,5+ ,210,3 ,1
983,€ 600.000,3 ,120,1 ,4
984,€ 660.000,5 ,172,2 ,3
985,€ 225.000,3 ,78,1 ,4
986,€ 920.000,4 ,204,1 ,5
987,€ 950.000,5+ ,190,2 ,4
990,€ 450.000,5 ,127,2 ,2
992,€ 480.000,5 ,110,2 ,5
994,€ 3.500.000,5+ ,389,3+ ,Ultimo
996,€ 545.000,3 ,93,2 ,3
998,€ 189.000,5 ,130,2 ,1
999,€ 359.000,4 ,95,2 ,2
1002,€ 225.000,4 ,100,2 ,4
1003,€ 1.200.000,4 ,170,2 ,3
1004,€ 1.090.000,5+ ,200,2 ,Ultimo
1012,€ 630.000,4 ,160,2 ,2
1013,€ 545.000,4 ,115,2 ,2
1015,€ 295.000,3 ,79,1 ,4
1018,€ 135.000,2 ,62,1 ,3
1019,€ 189.000,3 ,80,2 ,Piano terra
1020,€ 176.000,2 ,42,2 ,1
1021,€ 273.000,3 ,71,1 ,Piano terra
1022,€ 233.000,2 ,53,1 ,Piano terra
1023,€ 480.000,3 ,103,2 ,4
1024,€ 565.000,3 ,90,2 ,4
1025,€ 165.000,3 ,75,1 ,1
1026,€ 195.000,3 ,87,1 ,1
1027,€ 1.150.000,5+ ,270,3+ ,4
1028,€ 155.000,3 ,60,1 ,Piano terra
1030,€ 229.000,2 ,67,1 ,1
1031,€ 359.000,3 ,138,2 ,Piano rialzato
1032,€ 129.000,3 ,115,2 ,1
1033,€ 1.280.000,4 ,135,2 ,Ultimo
1034,€ 1.090.000,4 ,140,2 ,2
1036,€ 189.000,3 ,70,1 ,1
1038,€ 370.000,5 ,104,1 ,Ultimo
1039,€ 150.000,3 ,70,2 ,3
1040,€ 222.000,2 ,57,1 ,4
1041,€ 112.000,2 ,84,1 ,Piano terra
1042,€ 238.000,2 ,60,1 ,1
1043,€ 340.000,3 ,74,1 ,Piano terra
1044,€ 210.000,3 ,70,1 ,2
1045,€ 189.000,3 ,65,1 ,1
1046,€ 249.000,4 ,105,1 ,1
1047,€ 371.000,2 ,60,1 ,1
1048,€ 399.000,4 ,120,2 ,1
1049,€ 410.000,4 ,124,2 ,6
1050,€ 695.000,4 ,136,2 ,1
1051,€ 550.000,5 ,170,2 ,Ultimo
1053,€ 365.000,4 ,134,2 ,4
1054,€ 485.000,5 ,140,2 ,1
1055,€ 860.000,5+ ,200,3 ,2
1056,€ 270.000,3 ,121,1 ,4
1057,€ 166.000,2 ,76,1 ,2
1058,€ 365.000,3 ,90,2 ,3
1059,€ 375.000,4 ,116,2 ,Piano terra
1061,€ 335.000,2 ,58,1 ,Piano rialzato
1062,€ 590.000,5 ,164,2 ,2
1063,€ 870.000,5 ,250,3 ,4
1064,€ 370.000,2 ,98,1 ,4
1065,€ 365.000,3 ,118,2 ,Piano terra
1066,€ 490.000,5 ,160,2 ,5
1067,€ 155.000,3 ,90,2 ,1
1068,€ 125.000,2 ,40,1 ,Piano terra
1069,€ 179.000,3 ,75,1 ,1
1070,€ 450.000,5+ ,150,2 ,1
1071,€ 590.000,5+ ,170,2 ,2
1072,€ 439.000,4 ,140,2 ,2
1073,€ 280.000,3 ,88,1 ,1
1074,€ 265.000,4 ,126,1 ,3
1076,€ 195.000,3 ,73,1 ,2
1077,€ 1.330.000,5+ ,216,3 ,5
1078,€ 590.000,5+ ,160,3 ,2
1079,€ 1.700.000,5 ,225,3 ,1
1081,€ 550.000,5+ ,200,2 ,Piano terra
1083,€ 169.000,2 ,72,1 ,Piano terra
1084,€ 280.000,3 ,80,2 ,Piano terra
1085,€ 210.000,3 ,80,1 ,1
1087,€ 225.000,2 ,72,1 ,6
1090,€ 348.000,4 ,175,3 ,1
1091,€ 649.000,5+ ,160,3 ,3
1092,€ 155.000,2 ,65,1 ,2
1094,€ 154.000,2 ,56,1 ,1
1095,€ 390.000,4 ,119,2 ,3
1096,€ 795.000,3 ,150,2 ,5
1097,€ 520.000,4 ,120,3 ,Ultimo
1098,€ 385.000,4 ,160,3 ,Ultimo
1099,€ 590.000,4 ,160,3 ,Ultimo
1100,€ 699.000,5+ ,210,3+ ,1
1101,€ 195.000,2 ,60,1 ,Piano rialzato
1103,€ 510.000,4 ,110,1 ,1
1104,€ 2.350.000,5+ ,271,2 ,2
1105,€ 340.000,3 ,140,2 ,Piano rialzato
1106,€ 149.000,2 ,55,1 ,1
1107,€ 272.000,3 ,85,1 ,6
1108,€ 215.000,3 ,92,1 ,2
1109,€ 149.000,3 ,70,1 ,Piano rialzato
1111,€ 219.000,3 ,90,1 ,4
1112,€ 235.000,3 ,100,2 ,4
1113,€ 239.000,3 ,115,1 ,4
1114,€ 350.000,4 ,93,1 ,Seminterrato
1115,€ 765.000,4 ,110,3 ,Piano terra
1117,€ 210.000,2 ,65,1 ,4
1118,€ 239.000,4 ,85,2 ,Piano terra
1119,€ 149.000,3 ,80,1 ,2
1120,€ 335.000,3 ,100,2 ,8
1121,€ 465.000,4 ,105,1 ,4
1123,€ 454.000,2 ,93,1 ,>10
1125,€ 259.000,3 ,72,2 ,Piano terra
1127,€ 460.000,3 ,95,2 ,7
1128,€ 285.000,3 ,94,2 ,Piano terra
1130,€ 215.000,2 ,70,1 ,Ultimo
1132,€ 315.000,3 ,75,2 ,Ultimo
1133,€ 615.000,3 ,96,2 ,2
1134,€ 640.000,5 ,160,2 ,4
1135,€ 340.000,3 ,93,1 ,3
1136,€ 320.000,1 ,30,1 ,6
1137,€ 350.000,3 ,100,1 ,Ultimo
1138,€ 1.390.000,5+ ,403,3+ ,3
1139,€ 135.000,2 ,55,1 ,3
1140,€ 210.000,1 ,43,1 ,2
1142,€ 112.000,2 ,75,1 ,Piano terra
1143,€ 320.000,3 ,80,1 ,5
1144,€ 790.000,5+ ,170,3 ,2
1146,€ 410.000,2 ,45,1 ,Ultimo
1147,€ 419.000,4 ,135,1 ,Ultimo
1148,€ 370.000,4 ,100,2 ,4
1149,€ 780.000,5 ,180,2 ,3
1150,€ 395.000,3 ,96,2 ,1
1151,€ 450.000,2 ,51,1 ,4
1154,€ 395.000,3 ,110,1 ,2
1155,€ 495.000,5 ,155,3 ,4
1156,€ 345.000,2 ,84,1 ,Ultimo
1157,€ 495.000,5 ,151,2 ,4
1158,€ 375.000,2 ,65,1 ,2
1160,€ 160.000,2 ,60,1 ,2
1161,€ 275.000,2 ,80,1 ,2
1162,€ 495.000,3 ,124,2 ,1
1164,€ 670.000,4 ,140,2 ,2
1165,€ 850.000,3 ,140,2 ,3
1167,€ 370.000,3 ,120,2 ,3
1168,€ 348.000,3 ,120,1 ,5
1169,€ 310.000,3 ,97,2 ,5
1170,€ 115.000,1 ,35,1 ,2
1171,€ 770.000,5+ ,200,2 ,4
1172,€ 250.000,2 ,65,1 ,Piano terra
1174,€ 399.000,3 ,100,2 ,2
1175,€ 495.000,3 ,120,2 ,3
1176,€ 795.000,3 ,126,1 ,Ultimo
1177,€ 419.000,3 ,80,1 ,2
1178,€ 1.030.000,5+ ,228,3 ,2
1179,€ 1.190.000,5+ ,270,3 ,Piano rialzato
1180,€ 1.710.000,5 ,232,3 ,1
1181,€ 209.000,3 ,85,1 ,7
1182,€ 129.000,2 ,45,1 ,Ultimo
1183,€ 115.000,2 ,50,1 ,2
1184,€ 595.000,5 ,159,2 ,Piano terra
1185,€ 105.000,1 ,50,1 ,1
1186,€ 230.000,3 ,90,1 ,Ultimo
1188,€ 380.000,2 ,45,1 ,2
1189,€ 1.500.000,5+ ,260,2 ,4
1191,€ 259.000,3 ,87,1 ,2
1192,€ 780.000,5 ,135,2 ,Ultimo
1193,€ 1.690.000,5+ ,230,3 ,Ultimo
1194,€ 295.000,4 ,116,2 ,Piano terra
1195,€ 178.000,3 ,75,1 ,1
1196,€ 216.000,2 ,78,1 ,2
1197,€ 215.000,3 ,73,2 ,Piano terra
1198,€ 450.000,4 ,120,2 ,1
1199,€ 890.000,5+ ,160,2 ,2
1200,€ 840.000,5 ,155,2 ,3
1204,€ 520.000,4 ,100,1 ,1
1206,€ 1.280.000,5 ,170,2 ,3
1207,€ 450.000,5 ,130,2 ,2
1208,PREZZO SU RICHIESTA,5 ,150,2 ,1
1209,€ 240.000,3 ,87,1 ,3
1211,€ 765.000,5 ,172,3 ,2
1212,€ 595.000,5+ ,177,2 ,2
1213,€ 388.000,3 ,80,1 ,1
1214,€ 289.000,3 ,84,2 ,Piano terra
1216,€ 1.090.000,5+ ,210,2 ,5
1217,€ 175.000,4 ,84,1 ,1
1218,€ 250.000,3 ,70,1 ,1
1219,€ 550.000,3 ,103,1 ,Piano terra
1220,€ 219.000,4 ,90,2 ,1
1221,€ 247.000,3 ,87,1 ,Piano rialzato
1222,€ 250.000,3 ,90,1 ,1
1224,€ 230.000,2 ,35,1 ,1
1225,€ 290.000,5 ,160,2 ,Piano rialzato
1226,€ 169.000,4 ,115,2 ,Piano rialzato
1227,€ 500.000,3 ,80,1 ,Piano terra
1229,€ 395.000,3 ,100,2 ,Piano terra
1230,€ 235.000,3 ,85,1 ,4
1231,€ 398.000,5 ,135,2 ,Ultimo
1232,€ 429.000,5 ,70,1 ,Ultimo
1233,€ 123.000,3 ,50,1 ,Piano rialzato
1234,€ 150.000,2 ,65,1 ,1
1236,€ 429.000,3 ,88,1 ,2
1237,€ 239.000,4 ,92,1 ,1
1238,€ 690.000,5+ ,240,2 ,1
1239,€ 240.000,3 ,80,1 ,1
1240,€ 520.000,4 ,120,2 ,2
1242,€ 695.000,5 ,163,2 ,4
1243,€ 690.000,5 ,155,2 ,5
1244,€ 490.000,4 ,100,2 ,Piano rialzato
1245,€ 345.000,4 ,95,2 ,1
1247,€ 2.900.000,5+ ,592,3+ ,4
1249,€ 235.000,3 ,100,1 ,1
1250,€ 135.000,3 ,82,1 ,Piano terra
1251,€ 165.000,2 ,70,1 ,3
1252,€ 185.000,3 ,85,1 ,1
1253,€ 660.000,5 ,135,1 ,Ultimo
1254,€ 190.000,2 ,53,1 ,1
1255,€ 149.000,2 ,60,1 ,3
1256,€ 79.000,1 ,40,1 ,Seminterrato
1257,€ 165.000,2 ,50,1 ,Piano terra
1259,€ 239.000,3 ,100,2 ,2
1261,€ 159.000,2 ,60,1 ,2
1263,€ 210.000,3 ,70,1 ,1
1264,€ 115.000,3 ,60,1 ,2
1265,€ 210.000,3 ,90,1 ,5
1266,€ 245.000,3 ,85,2 ,2
1267,€ 320.000,3 ,110,1 ,6
1269,€ 600.000,3 ,150,2 ,2
1271,€ 550.000,2 ,80,1 ,1
1273,€ 138.000,2 ,50,1 ,1
1278,€ 164.000,4 ,85,1 ,Piano rialzato
1280,€ 490.000,3 ,92,2 ,1
1281,€ 1.850.000,4 ,247,3+ ,2
1282,€ 236.000,3 ,87,2 ,3
1283,€ 203.000,2 ,52,1 ,1
1284,€ 342.000,3 ,84,2 ,Ultimo
1286,€ 125.000,1 ,40,1 ,Piano terra
1287,€ 356.000,3 ,99,2 ,Piano terra
1288,€ 159.000,2 ,92,1 ,1
1289,€ 386.500,4 ,92,2 ,Piano terra
1290,€ 315.000,3 ,110,2 ,6
1293,€ 225.000,2 ,58,1 ,2
1294,€ 315.000,3 ,80,2 ,3
1295,€ 290.000,4 ,80,2 ,1
1296,€ 225.000,2 ,70,1 ,Ultimo
1297,€ 340.000,3 ,115,1 ,Piano terra
1298,€ 750.000,5+ ,191,2 ,1
1299,€ 570.000,5+ ,140,2 ,1
1300,€ 525.000,5 ,150,2 ,Piano terra
1301,€ 235.000,3 ,75,1 ,2
1302,€ 540.000,3 ,108,1 ,5
1303,€ 210.000,3 ,80,1 ,Piano terra
1304,€ 569.000,5 ,150,3 ,1
1305,€ 540.000,4 ,170,2 ,5
1306,€ 178.000,3 ,59,1 ,7
1307,€ 160.000,4 ,94,1 ,Piano terra
1308,€ 225.000,3 ,95,1 ,2
1309,€ 220.000,3 ,75,1 ,1
1310,€ 225.000,2 ,65,1 ,Piano terra
1311,€ 980.000,5+ ,180,3 ,1
1312,€ 198.000,2 ,60,1 ,6
1313,€ 850.000,5 ,180,2 ,5
1314,€ 219.000,3 ,60,1 ,2
1315,€ 159.000,2 ,62,1 ,1
1316,€ 510.000,5 ,125,2 ,1
1317,€ 1.300.000,5+ ,200,2 ,1
1318,€ 460.000,3 ,87,2 ,Piano terra
1319,€ 320.000,5 ,145,2 ,1
1320,€ 560.000,5+ ,160,2 ,3
1322,€ 199.000,2 ,45,1 ,Piano terra
1323,€ 435.000,3 ,106,2 ,1
1324,€ 64.000,2 ,33,1 ,Piano terra
1325,€ 1.180.000,5+ ,275,3 ,2
1326,€ 360.000,4 ,115,2 ,3
1328,€ 210.000,3 ,140,2 ,Seminterrato
1329,€ 285.000,3 ,80,1 ,2
1330,€ 270.000,3 ,90,1 ,1
1331,€ 285.000,3 ,85,2 ,Piano terra
1332,€ 795.000,5+ ,175,3 ,Piano terra
1333,€ 299.000,3 ,95,1 ,3
1334,€ 375.000,4 ,105,2 ,2
1335,€ 649.000,5 ,160,2 ,5
1336,€ 120.000,1 ,35,1 ,Piano terra
1337,€ 645.000,3 ,73,1 ,3
1338,€ 410.000,3 ,85,1 ,Ultimo
1339,€ 450.000,3 ,100,2 ,1
1340,€ 650.000,5 ,140,2 ,2
1341,€ 600.000,4 ,140,2 ,1
1342,€ 387.000,4 ,100,1 ,2
1343,€ 1.200.000,5+ ,200,2 ,1
1344,€ 380.000,2 ,50,1 ,Piano terra
1345,€ 415.000,3 ,70,1 ,Ultimo
1346,€ 298.000,2 ,47,1 ,Piano terra
1347,€ 360.000,3 ,110,1 ,3
1348,€ 193.000,2 ,51,1 ,Piano terra
1349,€ 295.000,2 ,66,1 ,Piano terra
1350,€ 289.000,4 ,112,2 ,4
1351,€ 195.000,4 ,80,2 ,2
1354,€ 1.160.000,5+ ,273,2 ,1
1355,€ 749.000,5+ ,280,2 ,Ultimo
1356,€ 435.000,3 ,90,1 ,2
1357,€ 315.000,2 ,60,1 ,Piano rialzato
1358,€ 479.000,4 ,89,2 ,1
1359,€ 229.000,3 ,85,1 ,5
1360,€ 420.000,3 ,110,1 ,7
1361,€ 499.000,3 ,80,2 ,2
1362,€ 625.000,4 ,130,2 ,4
1363,€ 299.000,3 ,90,1 ,8
1364,€ 135.000,2 ,63,1 ,3
1365,€ 355.000,5 ,140,2 ,1
1366,€ 319.000,5+ ,100,2 ,Piano terra
1367,€ 410.000,4 ,144,2 ,8
1368,€ 335.000,3 ,97,2 ,7
1369,€ 795.000,4 ,115,1 ,4
1371,€ 275.000,4 ,140,2 ,1
1372,€ 275.000,3 ,104,1 ,1
1373,€ 950.000,5 ,185,2 ,3
1374,€ 545.000,5 ,153,2 ,4
1375,€ 209.000,2 ,50,1 ,2
1376,€ 249.000,2 ,60,1 ,1
1377,€ 337.000,5+ ,160,3 ,Piano terra
1378,€ 200.000,3 ,80,1 ,2
1379,€ 419.000,3 ,100,1 ,1
1380,€ 325.000,3 ,93,1 ,4
1382,€ 289.000,2 ,65,1 ,2
1383,€ 169.800,2 ,60,1 ,2
1384,€ 209.000,2 ,65,1 ,4
1385,€ 140.000,2 ,40,1 ,Piano terra
1387,€ 790.000,5 ,190,3+ ,Piano terra
1388,€ 179.000,4 ,70,2 ,Piano terra
1389,€ 595.000,4 ,90,2 ,2
1392,€ 268.000,2 ,50,1 ,Piano rialzato
1393,€ 135.000,2 ,60,1 ,3
1394,€ 475.000,5 ,150,2 ,1
1396,€ 230.000,4 ,125,2 ,2
1397,€ 189.000,2 ,70,1 ,6
1398,€ 240.000,3 ,95,1 ,1
1399,€ 590.000,5+ ,155,3 ,Ultimo
1400,€ 420.000,3 ,63,1 ,5
1401,€ 159.000,4 ,115,2 ,2
1403,€ 299.000,3 ,100,2 ,1
1404,€ 260.000,4 ,100,2 ,Piano terra
1405,€ 145.000,1 ,56,1 ,Seminterrato
1406,€ 234.000,3 ,85,2 ,Piano terra
1407,€ 308.000,3 ,100,1 ,4
1408,€ 160.000,2 ,55,1 ,Piano terra
1409,€ 480.000,5 ,157,2 ,Piano terra
1410,€ 349.000,2 ,80,1 ,Piano rialzato
1411,€ 690.000,5+ ,196,3 ,7
1412,€ 89.000,2 ,51,1 ,Piano terra
1413,€ 319.000,3 ,115,2 ,4
1414,€ 455.000,5 ,140,2 ,2
1415,€ 379.000,3 ,100,2 ,6
1416,€ 599.000,4 ,120,2 ,5
1417,€ 180.000,3 ,80,2 ,Piano terra
1418,€ 495.000,5 ,180,2 ,2
1419,€ 575.000,5 ,128,2 ,2
1420,€ 670.000,5 ,159,2 ,5
1421,€ 185.000,3 ,80,1 ,1
1422,€ 159.000,4 ,100,2 ,Ultimo
1423,€ 157.000,2 ,50,1 ,Ultimo
1425,€ 179.000,5 ,130,2 ,2
1426,€ 850.000,5 ,160,3 ,4
1427,€ 279.000,2 ,64,1 ,3
1429,€ 750.000,3 ,90,1 ,Ultimo
1430,€ 245.000,2 ,70,1 ,6
1431,€ 169.000,3 ,90,1 ,1
1433,€ 349.000,4 ,135,2 ,4
1434,€ 148.000,4 ,100,1 ,4
1435,€ 385.000,4 ,116,2 ,2
1436,€ 225.000,3 ,75,1 ,7
1437,€ 1.150.000,5+ ,320,2 ,4
1438,€ 645.000,3 ,118,2 ,4
1439,€ 370.000,3 ,115,3 ,Ultimo
1440,€ 245.000,2 ,68,1 ,2
1441,€ 345.000,4 ,107,2 ,1
1442,€ 238.000,2 ,60,1 ,Piano terra
1443,€ 319.000,3 ,85,1 ,1
1444,€ 349.000,3 ,80,2 ,3
1445,€ 445.000,4 ,125,1 ,2
1446,€ 150.000,2 ,62,1 ,Piano terra
1447,€ 780.000,3 ,120,2 ,3
1448,€ 560.000,5 ,161,2 ,1
1449,€ 199.000,2 ,65,1 ,3
1450,€ 390.000,3 ,111,1 ,3
1451,€ 470.000,4 ,130,2 ,1
1452,€ 620.000,5 ,151,3 ,3
1453,€ 520.000,4 ,122,3 ,4
1455,€ 289.000,3 ,102,1 ,Ultimo
1456,€ 135.000,2 ,60,1 ,3
1457,€ 394.000,3 ,105,1 ,4
1458,€ 239.000,3 ,60,1 ,Piano rialzato
1459,€ 630.000,3 ,131,1 ,3
1460,€ 230.000,3 ,71,1 ,Piano terra
1461,€ 409.000,3 ,108,2 ,4
1463,€ 295.000,3 ,70,1 ,1
1464,€ 369.000,4 ,130,2 ,2
1465,€ 479.000,4 ,140,2 ,5
1466,€ 575.000,5 ,173,3 ,1
1467,€ 149.000,2 ,55,1 ,3
1468,€ 259.000,3 ,90,1 ,2
1469,€ 145.000,2 ,50,1 ,1
1470,€ 550.000,5 ,200,3 ,1
1471,€ 219.000,3 ,104,2 ,2
1472,€ 385.000,3 ,75,1 ,Ultimo
1473,€ 410.000,3 ,97,2 ,1
1474,€ 278.000,3 ,100,1 ,6
1475,€ 130.000,2 ,45,1 ,Piano terra
1476,€ 329.000,4 ,100,3 ,1
1477,€ 269.000,3 ,95,1 ,2
1478,€ 489.000,4 ,100,2 ,Piano terra
1479,€ 229.000,2 ,70,1 ,1
1480,€ 195.000,3 ,71,1 ,Piano terra
1481,€ 149.000,1 ,30,1 ,Seminterrato
1482,€ 149.000,3 ,70,1 ,3
1483,€ 450.000,5+ ,190,3 ,9
